uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-006390,Monitoração de Sinalização Horizontal - Zebrados,Target_6390,degrading
INV-006391,Monitoração de Sinalização Horizontal - Zebrados,Target_6391,degrading
INV-006392,Monitoração de OAE,Target_6392,critical
INV-006393,Monitoração de Drenagem Profunda,Target_6393,degrading
INV-006394,Monitoração de Sinalização Vertical,Target_6394,degrading
INV-006395,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6395,stable
INV-006396,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6396,improving
INV-006397,Monitoração de Terraplenos e Estruturas de Contenção,Target_6397,degrading
INV-006398,Monitoração de Drenagem Profunda,Target_6398,stable
INV-006399,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6399,critical
INV-006400,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6400,critical
INV-006401,Monitoração de Sinalização Horizontal - Zebrados,Target_6401,critical
INV-006402,Monitoração de Sinalização Vertical,Target_6402,degrading
INV-006403,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6403,critical
INV-006404,Monitoração de Drenagem Profunda,Target_6404,degrading
INV-006405,Monitoração de Sinalização Horizontal - Zebrados,Target_6405,critical
INV-006406,Monitoração de Terraplenos e Estruturas de Contenção,Target_6406,critical
INV-006407,Monitoração de Terraplenos e Estruturas de Contenção,Target_6407,improving
INV-006408,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6408,improving
INV-006409,Monitoração de Sinalização Horizontal - Zebrados,Target_6409,improving
INV-006410,Monitoração de Terraplenos e Estruturas de Contenção,Target_6410,critical
INV-006411,Monitoração de Sinalização Horizontal - Zebrados,Target_6411,improving
INV-006412,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6412,improving
INV-006413,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6413,degrading
INV-006414,Monitoração de Drenagem Profunda,Target_6414,improving
INV-006415,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6415,improving
INV-006416,Monitoração de Sinalização Vertical,Target_6416,stable
INV-006417,Monitoração de OAE,Target_6417,degrading
INV-006418,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6418,improving
INV-006419,Monitoração de Sinalização Horizontal - Zebrados,Target_6419,degrading
INV-006420,Monitoração de Drenagem Profunda,Target_6420,degrading
INV-006421,Monitoração de Drenagem Profunda,Target_6421,stable
INV-006422,Monitoração de OAE,Target_6422,critical
INV-006423,Monitoração de Terraplenos e Estruturas de Contenção,Target_6423,improving
INV-006424,Monitoração de Sinalização Horizontal - Zebrados,Target_6424,stable
INV-006425,Monitoração de Sinalização Horizontal - Zebrados,Target_6425,degrading
INV-006426,Monitoração de Drenagem Profunda,Target_6426,improving
INV-006427,Monitoração de Sinalização Vertical,Target_6427,degrading
INV-006428,Monitoração de Drenagem Profunda,Target_6428,critical
INV-006429,Monitoração de OAE,Target_6429,improving
INV-006430,Monitoração de Sinalização Vertical,Target_6430,stable
INV-006431,Monitoração de Sinalização Vertical,Target_6431,critical
INV-006432,Monitoração de Terraplenos e Estruturas de Contenção,Target_6432,critical
INV-006433,Monitoração de OAE,Target_6433,critical
INV-006434,Monitoração de Terraplenos e Estruturas de Contenção,Target_6434,critical
INV-006435,Monitoração de Sinalização Vertical,Target_6435,stable
INV-006436,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6436,degrading
INV-006437,Monitoração de Terraplenos e Estruturas de Contenção,Target_6437,stable
INV-006438,Monitoração de Drenagem Profunda,Target_6438,critical
INV-006439,Monitoração de OAE,Target_6439,stable
INV-006440,Monitoração de Sinalização Horizontal - Zebrados,Target_6440,improving
INV-006441,Monitoração de Terraplenos e Estruturas de Contenção,Target_6441,critical
INV-006442,Monitoração de Sinalização Vertical,Target_6442,degrading
INV-006443,Monitoração de Sinalização Vertical,Target_6443,stable
INV-006444,Monitoração de Terraplenos e Estruturas de Contenção,Target_6444,improving
INV-006445,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6445,stable
INV-006446,Monitoração de Sinalização Vertical,Target_6446,improving
INV-006447,Monitoração de Terraplenos e Estruturas de Contenção,Target_6447,improving
INV-006448,Monitoração de Drenagem Profunda,Target_6448,stable
INV-006449,Monitoração de Sinalização Vertical,Target_6449,critical
INV-006450,Monitoração de Sinalização Vertical,Target_6450,critical
INV-006451,Monitoração de OAE,Target_6451,degrading
INV-006452,Monitoração de Drenagem Profunda,Target_6452,critical
INV-006453,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6453,degrading
INV-006454,Monitoração de Sinalização Vertical,Target_6454,critical
INV-006455,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6455,improving
INV-006456,Monitoração de Drenagem Profunda,Target_6456,improving
INV-006457,Monitoração de Drenagem Profunda,Target_6457,improving
INV-006458,Monitoração de Drenagem Profunda,Target_6458,degrading
INV-006459,Monitoração de Drenagem Profunda,Target_6459,critical
INV-006460,Monitoração de OAE,Target_6460,degrading
INV-006461,Monitoração de Terraplenos e Estruturas de Contenção,Target_6461,improving
INV-006462,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6462,stable
INV-006463,Monitoração de Sinalização Horizontal - Zebrados,Target_6463,stable
INV-006464,Monitoração de Drenagem Profunda,Target_6464,improving
INV-006465,Monitoração de Sinalização Horizontal - Zebrados,Target_6465,stable
INV-006466,Monitoração de Terraplenos e Estruturas de Contenção,Target_6466,stable
INV-006467,Monitoração de OAE,Target_6467,stable
INV-006468,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6468,
INV-006469,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6469,degrading
INV-006470,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6470,degrading
INV-006471,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6471,degrading
INV-006472,Monitoração de Sinalização Vertical,Target_6472,degrading
INV-006473,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6473,degrading
INV-006474,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6474,stable
INV-006475,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6475,critical
INV-006476,Monitoração de Drenagem Profunda,Target_6476,stable
INV-006477,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6477,improving
INV-006478,Monitoração de Sinalização Vertical,Target_6478,stable
INV-006479,Monitoração de Drenagem Profunda,Target_6479,stable
INV-006480,Monitoração de Sinalização Horizontal - Zebrados,Target_6480,critical
INV-006481,Monitoração de Drenagem Profunda,Target_6481,critical
INV-006482,Monitoração de Sinalização Vertical,Target_6482,critical
INV-006483,Monitoração de Sinalização Vertical,Target_6483,critical
INV-006484,Monitoração de Sinalização Horizontal - Zebrados,Target_6484,critical
INV-006485,Monitoração de Drenagem Profunda,Target_6485,degrading
INV-006486,Monitoração de Terraplenos e Estruturas de Contenção,Target_6486,improving
INV-006487,Monitoração de Sinalização Vertical,Target_6487,degrading
INV-006488,Monitoração de Sinalização Horizontal - Zebrados,Target_6488,stable
INV-006489,Monitoração de Drenagem Profunda,Target_6489,improving
INV-006490,Monitoração de Sinalização Vertical,Target_6490,improving
INV-006491,Monitoração de Terraplenos e Estruturas de Contenção,Target_6491,degrading
INV-006492,Monitoração de Drenagem Profunda,Target_6492,critical
INV-006493,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6493,improving
INV-006494,Monitoração de Sinalização Horizontal - Zebrados,Target_6494,critical
INV-006495,Monitoração de Drenagem Profunda,Target_6495,stable
INV-006496,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6496,degrading
INV-006497,Monitoração de Terraplenos e Estruturas de Contenção,Target_6497,improving
INV-006498,Monitoração de Sinalização Vertical,Target_6498,critical
INV-006499,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6499,degrading
INV-006500,Monitoração de Sinalização Horizontal - Zebrados,Target_6500,degrading
INV-006501,Monitoração de Drenagem Profunda,Target_6501,improving
INV-006502,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6502,stable
INV-006503,Monitoração de Terraplenos e Estruturas de Contenção,Target_6503,improving
INV-006504,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6504,critical
INV-006505,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6505,stable
INV-006506,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6506,improving
INV-006507,Monitoração de Terraplenos e Estruturas de Contenção,Target_6507,stable
INV-006508,Monitoração de Sinalização Vertical,Target_6508,stable
INV-006509,Monitoração de Drenagem Profunda,Target_6509,stable
INV-006510,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6510,improving
INV-006511,Monitoração de OAE,Target_6511,stable
INV-006512,Monitoração de Sinalização Horizontal - Zebrados,Target_6512,degrading
INV-006513,Monitoração de OAE,Target_6513,stable
INV-006514,Monitoração de OAE,Target_6514,stable
INV-006515,Monitoração de Sinalização Vertical,Target_6515,stable
INV-006516,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6516,improving
INV-006517,,Target_6517,critical
INV-006518,Monitoração de Terraplenos e Estruturas de Contenção,Target_6518,improving
INV-006519,Monitoração de Terraplenos e Estruturas de Contenção,Target_6519,stable
INV-006520,Monitoração de Sinalização Horizontal - Zebrados,Target_6520,improving
INV-006521,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6521,stable
INV-006522,Monitoração de Sinalização Vertical,Target_6522,degrading
INV-006523,Monitoração de OAE,Target_6523,degrading
INV-006524,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6524,critical
INV-006525,Monitoração de Sinalização Vertical,Target_6525,degrading
INV-006526,Monitoração de Terraplenos e Estruturas de Contenção,Target_6526,degrading
INV-006527,Monitoração de Terraplenos e Estruturas de Contenção,Target_6527,improving
INV-006528,Monitoração de Sinalização Vertical,Target_6528,stable
INV-006529,Monitoração de Sinalização Vertical,Target_6529,degrading
INV-006530,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6530,improving
INV-006531,Monitoração de Drenagem Profunda,Target_6531,degrading
INV-006532,Monitoração de Sinalização Horizontal - Zebrados,Target_6532,critical
INV-006533,Monitoração de Terraplenos e Estruturas de Contenção,Target_6533,degrading
INV-006534,Monitoração de Sinalização Horizontal - Zebrados,Target_6534,degrading
INV-006535,Monitoração de OAE,Target_6535,critical
INV-006536,Monitoração de Drenagem Profunda,Target_6536,stable
INV-006537,Monitoração de Drenagem Profunda,Target_6537,stable
INV-006538,Monitoração de Drenagem Profunda,Target_6538,stable
INV-006539,Monitoração de Sinalização Horizontal - Zebrados,Target_6539,improving
INV-006540,Monitoração de Sinalização Horizontal - Zebrados,Target_6540,improving
INV-006541,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6541,stable
INV-006542,Monitoração de Sinalização Horizontal - Zebrados,Target_6542,improving
INV-006543,Monitoração de Sinalização Horizontal - Zebrados,Target_6543,degrading
INV-006544,Monitoração de Drenagem Profunda,Target_6544,degrading
INV-006545,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6545,stable
INV-006546,Monitoração de OAE,Target_6546,critical
INV-006547,Monitoração de Sinalização Vertical,Target_6547,degrading
INV-006548,Monitoração de Sinalização Vertical,Target_6548,degrading
INV-006549,Monitoração de Sinalização Vertical,Target_6549,improving
INV-006550,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6550,critical
INV-006551,Monitoração de OAE,Target_6551,critical
INV-006552,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6552,critical
INV-006553,Monitoração de Sinalização Vertical,Target_6553,stable
INV-006554,Monitoração de Terraplenos e Estruturas de Contenção,Target_6554,stable
INV-006555,Monitoração de Sinalização Horizontal - Zebrados,Target_6555,improving
INV-006556,Monitoração de OAE,Target_6556,degrading
INV-006557,Monitoração de OAE,Target_6557,improving
INV-006558,Monitoração de OAE,Target_6558,degrading
INV-006559,Monitoração de OAE,Target_6559,degrading
INV-006560,Monitoração de Sinalização Horizontal - Zebrados,Target_6560,critical
INV-006561,Monitoração de Terraplenos e Estruturas de Contenção,Target_6561,degrading
INV-006562,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6562,critical
INV-006563,Monitoração de OAE,Target_6563,stable
INV-006564,Monitoração de Drenagem Profunda,Target_6564,improving
INV-006565,Monitoração de OAE,Target_6565,stable
INV-006566,Monitoração de Sinalização Vertical,Target_6566,critical
INV-006567,Monitoração de Terraplenos e Estruturas de Contenção,Target_6567,stable
INV-006568,Monitoração de Sinalização Horizontal - Zebrados,Target_6568,stable
